baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,rank_DESEQ
1318.45614,0.50125983,0.21792633,2.30013436,0.02144061,0.09080775,LRRC43,1217
2805.91512,0.44623963,0.19401866,2.29998309,0.02144918,0.09081091,CCL8,1218
3762.966,0.42811723,0.18628231,2.2982173,0.02154942,0.09118809,MUC20,1219
4188.73773,0.31190164,0.13571933,2.29813728,0.02155398,0.09118809,OR10Q1,1220
2521.28866,0.31986568,0.139282,2.29653281,0.02164544,0.09150832,F7,1221
1340.19158,1.06956953,0.46581222,2.29613884,0.02166794,0.09157014,SDR42E1,1222
2247.95137,0.43632841,0.19006306,2.29570344,0.02169284,0.09161469,STPG1,1223
3135.16106,0.68538592,0.29863481,2.29506376,0.02172947,0.09169663,FBXO44,1224
2769.77314,0.56949935,0.24820888,2.29443583,0.02176548,0.09176754,CEP89,1225
8321.76434,0.30631492,0.13350795,2.29435721,0.02176999,0.09176754,GYPC,1226
2659.68117,0.43985542,0.19184571,2.29275614,0.02186205,0.09200445,ZNF428,1227
918.976971,0.71276358,0.31116423,2.29063472,0.02198455,0.09240356,ZMAT3,1228
2915.21417,0.53173052,0.23228433,2.28913645,0.02207143,0.09270158,ST6GALNAC6,1229
3669.96706,0.45905822,0.20060497,2.28836912,0.02211603,0.09284939,HOXD4,1230
355.558535,1.1378427,0.49742126,2.28748305,0.02216764,0.09295897,UXS1,1231
2197.712,0.36430215,0.15937056,2.28588111,0.02226121,0.09324725,LDLRAD2,1232
1350.59402,0.8076005,0.35335647,2.28551214,0.02228282,0.09324725,AKR1C1,1233
825.378326,0.96829316,0.42368193,2.28542475,0.02228793,0.09324725,LIN7A,1234
3943.40977,0.46828848,0.20501516,2.28416514,0.02236183,0.09345884,DMAC1,1235
5703.33623,0.30218483,0.13229809,2.28412087,0.02236443,0.09345884,BORCS8,1236
316.642423,1.57277133,0.68896492,2.28280321,0.02244196,0.0937491,TDO2,1237
3137.51119,0.35756434,0.15675207,2.28108211,0.02254359,0.09401525,COL9A1,1238
2679.10393,0.32625743,0.14302793,2.2810749,0.02254402,0.09401525,TCL1A,1239
1623.06127,0.61448743,0.26938933,2.28103851,0.02254617,0.09401525,SH3GL1,1240
597.834038,0.70643362,0.30990164,2.2795414,0.0226349,0.09431751,AIMP1,1241
3323.43671,0.43415534,0.19047566,2.27932187,0.02264794,0.09433797,EPPIN,1242
2428.77808,0.39372849,0.17283894,2.27800798,0.0227261,0.09459567,PVALB,1243
1325.87251,1.24242306,0.54581537,2.27626984,0.02282986,0.09488325,PRIM2,1244
285.518471,1.83481844,0.80621342,2.27584705,0.02285517,0.09492866,NSFL1C,1245
341.54355,0.86977414,0.38226101,2.27534097,0.02288548,0.09501216,NCK1,1246
5729.57161,0.31335667,0.13772477,2.27523834,0.02289164,0.09501216,OR2T4,1247
2457.12622,0.46281707,0.20360387,2.27312515,0.02301864,0.09540285,SLC39A8,1248
1927.141,0.9491526,0.41770806,2.27228703,0.02306918,0.09553285,PMP2,1249
2140.70051,0.43597679,0.19187466,2.27219571,0.02307469,0.09553285,SERPINF1,1250
2104.47395,0.5478102,0.24112553,2.27188804,0.02309327,0.09557569,BNIP3L,1251
1279.18701,0.4367711,0.19234426,2.27077788,0.02316043,0.09574548,EFCAB2,1252
8432.18365,0.50863526,0.223995,2.2707438,0.02316249,0.09574548,CIAPIN1,1253
1352.51878,0.52374154,0.23065561,2.27066463,0.02316729,0.09574548,CCNI,1254
4830.40057,0.50538595,0.22285034,2.26782673,0.02333977,0.0963554,TMEM252,1255
2794.52014,0.48283076,0.2130653,2.26611637,0.02344426,0.09671798,PHB,1256
1644.95448,0.48847792,0.21568462,2.26477859,0.02352627,0.09702184,CYP2A6,1257
1627.14043,0.68573546,0.30280222,2.26463158,0.0235353,0.0970246,CCDC146,1258
3761.14504,0.32621945,0.14406456,2.26439764,0.02354967,0.09704938,CALM2,1259
2426.46152,0.51191722,0.22629977,2.26211996,0.02368999,0.09759302,OR51G1,1260
1084.74206,0.60665024,0.26821297,2.26182293,0.02370835,0.09763398,COX11,1261
22822.2747,0.46521178,0.20584555,2.26000409,0.023821,0.0979377,SH3BGR,1262
2073.04676,0.38879339,0.1720325,2.25999958,0.02382128,0.0979377,NECAP2,1263
3011.74501,0.45643989,0.20196891,2.25995119,0.02382428,0.0979377,TMEM176A,1264
1758.64378,0.5069869,0.22435649,2.25973809,0.02383751,0.0979574,BCL2L10,1265
3185.12425,0.58190053,0.25757407,2.25915804,0.02387356,0.09799143,ETV3,1266
1051.34628,0.75670936,0.33496007,2.2591032,0.02387697,0.09799143,SLC35A4,1267
2757.09429,0.53253399,0.23574421,2.25894833,0.0238866,0.09799143,IGKV1-9,1268
1977.58278,0.44747107,0.1980902,2.25892587,0.023888,0.09799143,TSG101,1269
545.93391,0.68114829,0.30182295,2.25678099,0.02402176,0.09833281,CHST11,1270
5888.65554,0.60771619,0.26928505,2.25677659,0.02402204,0.09833281,TUBG1,1271
1792.27008,0.68967699,0.30571372,2.25595697,0.02407333,0.09847331,SAA4,1272
561.623495,0.7329279,0.32492426,2.25568844,0.02409015,0.09850741,CFAP299,1273
2373.44144,0.46721438,0.20731745,2.25361824,0.02422019,0.09889984,APOO,1274
3233.52899,0.92584317,0.41092504,2.25307069,0.02425469,0.09897108,FAM122A,1275
3984.27297,0.44002836,0.19536948,2.25228807,0.02430407,0.09910291,VPS53,1276
1145.17516,0.48536032,0.21562153,2.25098262,0.02438664,0.09933491,ATP6AP1,1277
322.56524,1.20219182,0.53414016,2.25070481,0.02440424,0.09937174,CDC14A,1278
6047.22107,0.49806272,0.22153409,2.24824409,0.02456063,0.09990949,TRAIP,1279
3178.54422,0.4241141,0.1886533,2.2481138,0.02456893,0.09990949,CAMKV,1280
1428.08218,0.86809797,0.38622122,2.24767031,0.02459722,0.09994719,ZNF449,1281
840.31578,0.51504535,0.22916149,2.24752134,0.02460673,0.09995084,HLA-DOB,1282
5905.91681,0.36751067,0.16360959,2.24626605,0.02468697,0.10020666,PDE9A,1283
3335.9397,0.35237316,0.15688305,2.24608817,0.02469836,0.10021785,PGF,1284
8673.63336,1.38403456,0.61629313,2.24574068,0.02472062,0.10027313,RPL35,1285
1356.75969,0.64672663,0.28820277,2.24399868,0.02483249,0.10065654,HTR1D,1286
1872.42195,0.50567885,0.2255538,2.2419434,0.02496503,0.10115848,CADPS,1287
959.331472,0.70139333,0.31289034,2.24165862,0.02498344,0.10119777,CALR3,1288
930.27807,0.90719954,0.40476558,2.24129617,0.0250069,0.10125744,ZCCHC17,1289
1477.54536,0.43561245,0.19438692,2.24095556,0.02502895,0.10131141,GLYATL1,1290
3709.78324,0.52997763,0.23651968,2.24073377,0.02504333,0.10133425,CMC1,1291
10936.0128,0.33332936,0.14891411,2.23840008,0.02519498,0.10178449,GNG2,1292
16775.8149,0.32201196,0.14394501,2.2370484,0.02528318,0.10209127,MRPL52,1293
4272.36267,0.46546394,0.20823799,2.23524986,0.02540095,0.10241534,EEF1AKMT4,1294
1023.60741,0.64615514,0.28916727,2.23453757,0.02544772,0.10243503,ALAS2,1295
3444.78007,0.52534852,0.23516435,2.23396332,0.02548549,0.10251594,OR52B2,1296
9818.96606,0.43621727,0.19528069,2.2337962,0.02549649,0.10252466,RELA,1297
870.936601,0.54988177,0.24624791,2.23304132,0.02554622,0.10261801,MAP2,1298
863.398359,0.53898088,0.24147469,2.23203884,0.0256124,0.10284825,CNN3,1299
3632.49612,0.53112344,0.23806305,2.23102002,0.0256798,0.10304764,LLCFC1,1300
670.358138,0.66863617,0.2998088,2.23020865,0.02573359,0.10321435,PLGRKT,1301
318.173715,1.1992213,0.53803066,2.22890887,0.02581997,0.10350277,OR4D11,1302
3918.94669,0.39206219,0.17591222,2.22873771,0.02583136,0.10351269,B3GNT8,1303
614.72689,0.60093407,0.27001602,2.22554967,0.02604436,0.10407882,SGPL1,1304
2670.53725,0.55712911,0.25043765,2.22462207,0.02610662,0.10425585,BATF2,1305
1229.44156,0.83878623,0.37724562,2.22344856,0.02618557,0.10449923,VWA3B,1306
1447.62868,0.59805907,0.26922205,2.22143425,0.02632156,0.10486735,SSUH2,1307
1727.66595,0.42813765,0.19273209,2.22141334,0.02632298,0.10486735,TUBB4B,1308
9842.22578,0.2976678,0.13415825,2.21878122,0.02650161,0.10537585,CHCHD7,1309
31004.9069,0.32180535,0.14503934,2.21874525,0.02650406,0.10537585,IGKC,1310
2806.79671,0.57752639,0.26030443,2.21865757,0.02651003,0.10537585,PSMC3IP,1311
3349.10879,0.44586707,0.20096804,2.21859696,0.02651416,0.10537585,BCAP31,1312
6287.7596,0.44192057,0.19946266,2.21555542,0.02672196,0.10598404,GABBR1,1313
620.876311,0.79163225,0.35742371,2.21482858,0.02677183,0.10614556,ASNS,1314
1669.0182,0.44328541,0.2002492,2.2136688,0.02685157,0.10635346,SLC25A35,1315
502.705413,0.68689105,0.31032705,2.21344242,0.02686716,0.10635346,C1QBP,1316
1226.24743,0.86494314,0.39077578,2.21340007,0.02687008,0.10635346,YWHAH,1317
6096.62392,0.46045637,0.20810433,2.21262267,0.02692367,0.10650751,C18orf25,1318
1974.95458,0.4251709,0.19233743,2.21054684,0.02706723,0.10698792,TPM2,1319
6083.81679,0.36082554,0.16326223,2.21009808,0.02709836,0.10701421,NAA38,1320
1770.19198,0.64261225,0.2907786,2.20997089,0.02710718,0.10701421,DNAJC15,1321
1715.98728,0.44243226,0.20020367,2.20991084,0.02711135,0.10701421,RBFA,1322
1319.09997,1.18884979,0.5380145,2.20969843,0.0271261,0.10701421,TEX44,1323
3411.27347,0.41599516,0.18826259,2.20965387,0.02712919,0.10701421,COQ9,1324
4830.97546,0.30003614,0.13581671,2.20912527,0.02716593,0.10706532,PDE7B,1325
4137.69319,0.57076262,0.25837243,2.20906932,0.02716982,0.10706532,RNF181,1326
1471.02209,0.53404206,0.24178071,2.20878694,0.02718946,0.10710637,TRUB2,1327
1701.84592,0.42548188,0.19278122,2.20707117,0.02730909,0.1074682,RNF152,1328
3846.3507,0.32333697,0.1466722,2.20448704,0.02749011,0.10809267,NRARP,1329
1938.69798,0.47606209,0.21596596,2.20433855,0.02750054,0.10809267,ADH6,1330
1115.49525,0.48010492,0.21780628,2.20427489,0.02750502,0.10809267,WSCD1,1331
1502.23284,0.48934805,0.22210579,2.20322052,0.02757921,0.10828272,USH1C,1332
2153.75541,0.56000855,0.25418078,2.20319002,0.02758136,0.10828272,FMNL1,1333
2688.94973,0.39553242,0.17961743,2.20208262,0.02765947,0.10847933,LYZL4,1334
2342.18823,0.36824587,0.16739462,2.19986686,0.02781634,0.10880051,PSAPL1,1335
3405.6914,0.60576917,0.27540809,2.19953296,0.02784005,0.10885656,NDUFB2,1336
2385.46401,0.31969955,0.14536022,2.19936074,0.02785228,0.10886773,SEPTIN2,1337
734.345166,0.64653261,0.2942271,2.19739316,0.02799238,0.10908887,SIX5,1338
4399.68565,0.88666143,0.40350876,2.19737842,0.02799343,0.10908887,HPR,1339
2050.61069,0.4523007,0.20601266,2.19549952,0.02812779,0.10950217,ZBTB37,1340
216.087826,1.52680022,0.69554401,2.19511663,0.02815523,0.10957228,TRPC5,1341
3339.76163,0.67556877,0.3078144,2.19472766,0.02818314,0.10964412,TAGLN,1342
1714.34204,0.63409232,0.28903496,2.19382573,0.02824794,0.10976824,HTATIP2,1343
5422.0276,0.56001707,0.25527759,2.19375729,0.02825286,0.10976824,DEFB126,1344
289.958199,1.03590786,0.47231874,2.19323893,0.02829017,0.10983966,LRRC8B,1345
539.779657,1.26409419,0.57664472,2.19215428,0.02836837,0.11007577,SEMG2,1346
1474.5666,0.43572828,0.19877425,2.19207607,0.02837401,0.11007577,SDHB,1347
4715.94399,0.29294396,0.13366435,2.19163859,0.02840561,0.11011577,FAM3A,1348
6067.2968,0.27708112,0.12644101,2.19138655,0.02842383,0.11011577,ANXA2,1349
2888.46016,0.52268466,0.23852358,2.1913333,0.02842768,0.11011577,BBS5,1350
90.4127479,1.69617823,0.77412766,2.19108337,0.02844576,0.11014806,PCYT1A,1351
891.700263,0.98341062,0.44911559,2.18966038,0.02854888,0.11043782,HOXC6,1352
1783.73155,0.62175623,0.28399885,2.18929135,0.02857567,0.11046785,NMI,1353
2634.01104,0.61709145,0.28198675,2.18837037,0.02864264,0.11066615,ADM2,1354
848.083824,0.85637224,0.39138105,2.18807791,0.02866393,0.11066615,ISOC2,1355
3240.40258,0.51083788,0.23346592,2.18806184,0.0286651,0.11066615,TBX5,1356
1822.74347,0.40361732,0.18454436,2.18710189,0.02873509,0.11089947,WDR45,1357
1761.56605,0.48773888,0.2230422,2.18675604,0.02876034,0.11092886,H1-2,1358
927.228418,0.73599972,0.33657458,2.18673588,0.02876181,0.11092886,ZNF133,1359
2708.20854,0.53295169,0.24379643,2.1860521,0.02881179,0.11104785,TMED6,1360
2701.54157,0.40265563,0.1842409,2.18548443,0.02885335,0.11117023,MRPL14,1361
2361.55257,0.42376622,0.19417844,2.18235459,0.02908337,0.11190881,BEST3,1362
945.461251,0.99781679,0.4574369,2.18132117,0.02915967,0.1121272,ART4,1363
1826.43455,0.65809784,0.30184159,2.18027557,0.02923704,0.11223666,BIRC5,1364
921.582503,0.63255595,0.29014256,2.1801557,0.02924592,0.11223666,TMCC2,1365
675.408503,0.58884476,0.27013891,2.17978508,0.0292734,0.11230498,MGST2,1366
934.315522,0.50784629,0.23307754,2.17887276,0.02934112,0.11249045,TPH1,1367
1343.95789,0.71659291,0.32911924,2.17730481,0.02945783,0.11290062,GPR4,1368
7300.2504,0.30991807,0.14246264,2.17543403,0.02959761,0.11326367,SUB1,1369
3497.85917,0.34585919,0.15899387,2.17529884,0.02960773,0.11326367,CCDC97,1370
3595.8768,0.60668343,0.27901178,2.17440075,0.02967505,0.11343354,WBP1L,1371
268.262723,0.97937279,0.4514083,2.1695941,0.03003761,0.11447875,AATF,1372
1886.32888,0.43612253,0.20103882,2.16934492,0.03005651,0.11447875,RGS6,1373
1690.26902,0.83065538,0.38304813,2.16854051,0.03011759,0.11467204,RETREG3,1374
4394.85036,0.29314327,0.13533692,2.16602592,0.03030921,0.11530398,SH3GL2,1375
2175.36784,0.66247727,0.30594551,2.16534397,0.03036135,0.11544872,CCDC51,1376
988.290993,0.82243737,0.3800041,2.16428549,0.03044245,0.11568129,STBD1,1377
582.539703,0.99243802,0.45877664,2.16322703,0.03052372,0.11587635,PQBP1,1378
3087.27937,0.34938654,0.16154119,2.16283247,0.03055407,0.11591574,TEDC2,1379
1138.7723,0.57965915,0.26812433,2.16190434,0.03062555,0.11610458,CCNG2,1380
2497.00654,0.34069078,0.1576337,2.16128139,0.03067361,0.11617942,FNTB,1381
899.098568,0.83376986,0.38589001,2.1606412,0.03072307,0.11630385,TMPRSS11E,1382
665.837954,0.69574967,0.32208932,2.16011407,0.03076384,0.11633605,HSD17B1,1383
1465.90385,0.4773365,0.22097907,2.16009822,0.03076507,0.11633605,TNFAIP8L2,1384
2095.77861,0.34141919,0.1580925,2.15961665,0.03080236,0.11640844,RPS8,1385
785.651482,0.6118086,0.28331521,2.15946262,0.03081429,0.11640844,LCP1,1386
1237.68131,0.55927255,0.25900586,2.15930464,0.03082654,0.11641682,EIF1B,1387
129.391471,1.35941469,0.62963784,2.15904223,0.03084689,0.11645579,PPAT,1388
5297.29254,0.48670847,0.22545404,2.15879246,0.03086627,0.11649107,BPIFB1,1389
1592.42678,0.67646634,0.31346935,2.15799833,0.03092796,0.11661017,RHBDL3,1390
5441.10113,0.26914782,0.12472963,2.15784983,0.03093951,0.11661583,PNOC,1391
1483.28653,0.70631083,0.32747358,2.15684833,0.03101748,0.11683386,CLDN4,1392
340.02137,0.84657365,0.39261985,2.15621715,0.03106671,0.11694341,SLC8B1,1393
994.249401,0.74764116,0.34678597,2.15591528,0.03109028,0.11695628,NFKBID,1394
998.332302,0.88128313,0.40918334,2.15376101,0.03125892,0.11748075,S100B,1395
807.553202,0.81664517,0.37955127,2.15160702,0.03142832,0.11784548,RNF144A,1396
5410.04951,0.35680509,0.1658516,2.15135144,0.03144847,0.11784548,C19orf84,1397
2326.45677,0.45461237,0.21140771,2.15040585,0.03152313,0.11807207,WDR6,1398
4529.86213,0.45702626,0.21253793,2.15032797,0.03152928,0.11807207,IFT22,1399
705.889885,1.2491392,0.58101717,2.14991789,0.03156171,0.1181554,C1S,1400
3074.56579,0.31146685,0.14495455,2.14872076,0.03165654,0.11838799,NAT2,1401
6356.64725,0.28455932,0.1324911,2.14776183,0.03173268,0.11860422,BCL2L11,1402
145.007993,1.43831579,0.66979994,2.14738117,0.03176295,0.11863257,SLC2A12,1403
230.894876,1.21901691,0.56782967,2.14680029,0.03180918,0.11873724,PRLHR,1404
3951.9036,0.38612552,0.17988334,2.14653301,0.03183048,0.11877854,MED27,1405
1861.91397,0.44724472,0.20837058,2.14639096,0.0318418,0.1187826,NFYC,1406
255.800643,1.25232181,0.58356541,2.14598361,0.03187429,0.11886559,DCLK2,1407
722.984217,0.88552738,0.41275189,2.14542296,0.03191905,0.11899428,SNRNP27,1408
2190.26022,0.38521751,0.17957324,2.14518324,0.0319382,0.11902747,HDGF,1409
1539.1296,0.6135729,0.28610591,2.14456566,0.03198759,0.11916717,UBE2E2,1410
1275.9924,0.49707057,0.23179312,2.14445788,0.03199622,0.11916717,MLKL,1411
2280.69917,0.34699867,0.16193827,2.14278359,0.03213048,0.11962884,WRAP73,1412
394.399185,1.21244057,0.56613866,2.14159649,0.03222597,0.11986903,HAO2,1413
8847.09015,0.47697551,0.22300096,2.13889446,0.03244422,0.12056495,WDR54,1414
1657.0558,0.61063124,0.28569043,2.13738782,0.03256646,0.12090312,LSM8,1415
2202.68295,0.31565577,0.14769631,2.13719465,0.03258216,0.12092274,MUC21,1416
6723.59216,0.24853898,0.11637712,2.13563428,0.03270923,0.12126856,FMC1,1417
338.327147,1.35141376,0.63280477,2.13559351,0.03271256,0.12126856,TUBA8,1418
5556.30079,0.52382467,0.24535537,2.13496314,0.03276402,0.12140361,MRPL33,1419
2265.47713,0.42423069,0.19876995,2.13427977,0.03281989,0.12157181,CCDC115,1420
1969.26534,0.52913455,0.24796987,2.13386632,0.03285373,0.12158078,RAD51,1421
1215.35598,0.81545733,0.38233758,2.13282022,0.03293948,0.12182045,GNAT2,1422
1423.77885,0.49794461,0.23351825,2.13235842,0.03297739,0.12188302,MGAT4B,1423
2534.31539,0.3864579,0.18143398,2.13001941,0.03317001,0.12247795,CCL5,1424
600.776304,0.66852332,0.31393558,2.12949202,0.03321357,0.12256976,GPR119,1425
2966.48621,0.32078021,0.15063903,2.12946275,0.03321599,0.12256976,CPA1,1426
1119.70025,0.63266797,0.29712907,2.12926986,0.03323194,0.12258964,ZDHHC12,1427
2868.70424,0.68010283,0.31955781,2.12826229,0.03331534,0.12281925,ZNF821,1428
302.40683,1.07303844,0.50428565,2.12783854,0.03335047,0.12283523,CNTROB,1429
311.367464,0.83017052,0.39014942,2.12782712,0.03335142,0.12283523,LUC7L,1430
1045.92816,0.50760124,0.23858484,2.12755027,0.03337439,0.12286236,PSMB3,1431
2517.45041,0.57694451,0.27120803,2.12731357,0.03339404,0.12287524,FBLN5,1432
1912.78753,0.36604677,0.17227607,2.12476845,0.03360594,0.12349837,SDHAF2,1433
3864.74042,0.26833767,0.12631133,2.12441484,0.03363547,0.12356778,CYP20A1,1434
1939.82636,0.61377428,0.2890939,2.12309663,0.03374576,0.1238538,TCEA3,1435
4539.68459,0.35632064,0.16801542,2.12076152,0.03394188,0.12441782,ZCCHC13,1436
1241.17221,0.49023043,0.23129141,2.11953582,0.03404521,0.12475721,RUNDC3A,1437
3139.51584,0.30815475,0.14542332,2.11901884,0.03408887,0.12485572,ITPA,1438
3451.65637,0.48087367,0.22693822,2.11896291,0.0340936,0.12485572,SPIN3,1439
1627.72538,0.63092659,0.29794397,2.11760151,0.03420883,0.12523819,UNC5CL,1440
249.629775,0.96251141,0.45464584,2.11705757,0.03425496,0.12536755,SCAPER,1441
1044.20776,0.57031014,0.26941845,2.11681918,0.0342752,0.12540207,SYAP1,1442
2495.74435,0.43618521,0.20611881,2.11618346,0.03432921,0.12549715,DR1,1443
655.096622,0.61805471,0.29206818,2.1161316,0.03433362,0.12549715,ITGBL1,1444
5251.04019,0.41639414,0.19680984,2.11571809,0.03436879,0.12558618,TAFA1,1445
134.097916,1.7674216,0.83545038,2.1155315,0.03438467,0.12560468,APOBEC3D,1446
1327.21374,0.5207854,0.24627107,2.1146836,0.03445692,0.12572116,BPIFB2,1447
3086.89695,0.45216633,0.21387113,2.11419996,0.03449819,0.1258214,TMX2,1448
2696.89152,0.56937148,0.26943332,2.11321854,0.03458207,0.12605499,CARD19,1449
1125.15297,0.50712311,0.24000798,2.1129427,0.03460567,0.12605499,DNAJB8,1450
749.809528,0.70156836,0.33210353,2.11249894,0.03464368,0.12608237,KRT7,1451
1417.82897,0.65476601,0.30995215,2.11247451,0.03464577,0.12608237,CD47,1452
1665.80285,0.50439104,0.2389036,2.11127438,0.03474873,0.12633643,BLOC1S1,1453
379.031286,0.90329474,0.42786785,2.11115356,0.03475912,0.12633643,DISP1,1454
4670.0309,0.46623052,0.22089893,2.11060559,0.03480623,0.12642608,ARL14,1455
3790.46647,0.3954254,0.18736218,2.11048676,0.03481645,0.12642608,POLR2F,1456
3630.38243,0.48162026,0.22830642,2.10953442,0.03489848,0.12664471,CLEC2D,1457
752.651446,0.71917065,0.34111359,2.10830254,0.03500483,0.12691164,PSMG2,1458
3110.94159,0.7690054,0.36481542,2.10793011,0.03503704,0.12693601,PLA2G12B,1459
3553.13928,0.48489344,0.23021286,2.10628297,0.03517978,0.12738679,SLURP1,1460
1011.24522,0.45476543,0.2161064,2.10435892,0.03534715,0.12789544,TMEM187,1461
631.045374,0.56753804,0.26979602,2.10358193,0.03541493,0.12802823,PARPBP,1462
4262.54307,0.56055463,0.26648023,2.10355053,0.03541767,0.12802823,MCCC2,1463
2285.0148,0.34185158,0.16252574,2.10336885,0.03543354,0.12802823,LUC7L3,1464
1481.13354,0.42024275,0.19984338,2.10286047,0.03547797,0.12812715,GIMAP8,1465
3182.76231,0.2924199,0.13916308,2.10127499,0.03561683,0.12838898,TRMT2B,1466
6153.13186,0.28880152,0.13744526,2.1012111,0.03562244,0.12838898,SNX24,1467
3757.64499,0.53494619,0.25477852,2.09965186,0.03575948,0.12880291,CREBL2,1468
2014.56989,0.55989991,0.26688309,2.09792204,0.03591203,0.12927255,DGLUCY,1469
2859.03552,0.55094787,0.26266065,2.09756531,0.03594356,0.12934557,DUSP23,1470
1044.22301,0.44461934,0.21203634,2.09690153,0.03600229,0.12943655,C15orf48,1471
595.61395,0.57913497,0.27628294,2.09616626,0.03606744,0.12963064,TIAL1,1472
1121.42312,0.46325022,0.22101891,2.09597556,0.03608436,0.12965129,ALKAL2,1473
28299.0542,1.97356979,0.94234186,2.09432465,0.03623107,0.1300471,RNASE6,1474
1634.04207,0.49609932,0.23700519,2.09320025,0.03633128,0.13025629,SLC25A41,1475
2512.86987,0.36462516,0.17421173,2.09300005,0.03634915,0.13028011,FMOD,1476
5165.28591,0.33551789,0.16040132,2.09174028,0.03646176,0.13056278,COA1,1477
10473.1704,0.32371938,0.15477339,2.09157,0.036477,0.13057708,MICOS13,1478
428.31714,0.79227977,0.3790023,2.09043528,0.03657872,0.13090084,IGHA1,1479
95.2747958,1.70662928,0.81645292,2.09029724,0.03659111,0.13090483,MTG2,1480
1564.68224,0.40327183,0.19306882,2.08874649,0.03673055,0.13128231,AGER,1481
4472.51778,0.45836185,0.21947852,2.08841322,0.03676058,0.13134919,ZDHHC7,1482
1130.42389,0.6104606,0.29272824,2.0854175,0.03703142,0.1322113,TRMO,1483
758.6502,0.6239912,0.29930441,2.08480454,0.03708705,0.13231208,DDX6,1484
4360.71628,0.44166334,0.21188523,2.08444613,0.03711961,0.1323469,IL20RB,1485
2755.73507,0.3793317,0.18210695,2.083016,0.03724977,0.13277019,TIMM10B,1486
1956.86077,0.38049379,0.18269986,2.08261676,0.03728617,0.13284152,TAS2R3,1487
5221.33833,0.34489184,0.16562068,2.0824202,0.0373041,0.13284152,MSRB1,1488
2505.05222,0.65936143,0.31665619,2.0822629,0.03731846,0.1328519,DGAT2,1489
1422.135,0.62033257,0.29795919,2.08193804,0.03734813,0.13291675,LILRA2,1490
3164.80751,0.46223042,0.22209266,2.0812503,0.037411,0.13308335,NMNAT3,1491
2576.58058,0.33109689,0.15909131,2.08117523,0.03741787,0.13308335,GOLGA4,1492
1234.64294,0.63111774,0.303367,2.080377,0.03749097,0.13330249,PITHD1,1493
732.472962,0.58903249,0.28321271,2.07982362,0.03754171,0.13344,BAD,1494
3117.56673,0.4226199,0.2032115,2.07970466,0.03755263,0.13344,SS18L2,1495
4049.45183,0.43532634,0.20936185,2.0793012,0.03758967,0.13348992,PDK2,1496
15782.1465,0.2841101,0.13673724,2.07778146,0.03772949,0.13388887,IGF1,1497
5834.96609,0.38981899,0.1876457,2.07742038,0.03776278,0.13388887,CCL4,1498
3027.13689,0.75428577,0.36382242,2.07322511,0.03815133,0.13515558,RNASE8,1499
1835.93504,0.46400813,0.22391597,2.07224223,0.03824286,0.13536068,SIRT2,1500
8981.75556,0.38927285,0.18813534,2.06911073,0.0385357,0.13626589,SLC22A7,1501
3994.85248,0.43178812,0.20879971,2.06795365,0.03864438,0.13648391,AURKC,1502
3811.36604,0.38120568,0.18438446,2.06745019,0.03869175,0.13660966,SPTSSA,1503
1886.2301,0.34874587,0.16869496,2.06731649,0.03870434,0.13661256,MRAS,1504
8526.3967,0.22540362,0.10907358,2.06652814,0.03877864,0.13679162,ATP5PF,1505
922.109121,0.72377378,0.35047623,2.06511518,0.0389121,0.1371374,SENP2,1506
4004.12735,0.56828922,0.27521891,2.06486259,0.038936,0.13717999,HM13,1507
5489.5834,0.67763367,0.32823637,2.06446854,0.03897331,0.13726978,CCL1,1508
6303.83806,0.2682255,0.12998338,2.06353682,0.03906165,0.1375392,GNG12,1509
2779.50421,0.36125269,0.17514247,2.06262186,0.03914857,0.13771992,GATD1,1510
1732.70463,0.46555452,0.22579698,2.06182797,0.03922412,0.1378929,TMEM199,1511
1125.76104,0.44259456,0.21472328,2.06123226,0.03928089,0.1378929,USP45,1512
4231.50044,0.29137702,0.14140096,2.0606438,0.03933703,0.13800654,FAM241B,1513
2386.09982,0.35849382,0.1740762,2.05940747,0.03945522,0.13825263,EDF1,1514
1806.77573,0.58653336,0.28480767,2.05940154,0.03945579,0.13825263,COL26A1,1515
37.2093877,2.38918315,1.1603392,2.05903856,0.03949054,0.13825263,FCMR,1516
2528.25659,0.34330868,0.16674858,2.05884027,0.03950954,0.13827744,EIPR1,1517
3989.57312,0.49763705,0.24182,2.05788211,0.03960145,0.13855734,RPL36,1518
2434.39999,0.34635925,0.16837443,2.05707753,0.03967877,0.13870474,ACAD11,1519
3848.64194,0.32175902,0.15646149,2.05647426,0.03973683,0.13882179,TMEM25,1520
1264.01147,0.95857068,0.46618086,2.05622057,0.03976126,0.13886536,CPN1,1521
1492.44281,0.72450559,0.35253448,2.055134,0.03986606,0.13918952,FOXS1,1522
2763.33094,0.33402565,0.16258597,2.05445552,0.03993162,0.13925089,NPRL2,1523
8109.43962,0.46383421,0.22579535,2.05422393,0.03995402,0.13928716,LBX2,1524
3473.20157,0.2891019,0.14079038,2.05342084,0.04003178,0.13947447,VSTM2A,1525
242.790357,0.93854105,0.45732478,2.05224184,0.04014616,0.13970908,ACSBG2,1526
617.206366,0.67580728,0.32930377,2.05223063,0.04014725,0.13970908,TOE1,1527
78.620159,3.81377144,1.85907051,2.05143991,0.04022413,0.13988886,FZD10,1528
