baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,rank_DESEQ
1614.07169,-0.123265,0.19285122,-0.6391714,0.52271142,0.69891442,STOML2,7020
3757.10068,-0.1044479,0.16326012,-0.639764,0.52232605,0.69882254,CENPS,7021
910.001618,-0.1893836,0.29582797,-0.6401816,0.52205452,0.69853976,IFNW1,7022
1277.51652,-0.244999,0.38262874,-0.6403048,0.52197445,0.69851313,SNRNP25,7023
671.6927,-0.3383676,0.52843081,-0.6403252,0.52196122,0.69851313,RMC1,7024
1612.96276,-0.1930668,0.30148524,-0.6403855,0.52192202,0.69851313,CXCL16,7025
447.846098,-0.43672,0.68175905,-0.6405782,0.52179675,0.69851313,CCNA2,7026
398.430532,-0.2742589,0.42804015,-0.6407316,0.52169707,0.69851313,WDR33,7027
776.794996,-0.1756755,0.27398599,-0.6411843,0.52140296,0.69823128,SERPINE2,7028
88.9732877,-0.8328669,1.29804322,-0.6416326,0.52111174,0.69802616,STK38,7029
434.798254,-0.3434018,0.53454231,-0.642422,0.5205992,0.69747675,SLC18A2,7030
1008.02603,-0.185145,0.28798378,-0.6429009,0.5202884,0.69714082,PLCXD3,7031
724.848288,-0.2929977,0.4554711,-0.643285,0.52003916,0.6968873,KIR2DL4,7032
775.194102,-0.1959981,0.30459622,-0.6434686,0.51992011,0.6968873,TRAPPC5,7033
1754.47147,-0.2154845,0.33457218,-0.6440598,0.51953664,0.69661594,TRAM2,7034
141.575342,-0.5923753,0.91889112,-0.6446632,0.51914545,0.6963327,BAIAP2L2,7035
1188.25383,-0.1398948,0.21695645,-0.6448058,0.51905307,0.6963327,EIF4E2,7036
600.976508,-0.1983405,0.30756818,-0.6448669,0.51901347,0.6963327,DUSP19,7037
543.728006,-0.2445004,0.37914092,-0.6448801,0.51900492,0.6963327,PEX19,7038
199.510736,-0.4057202,0.62890981,-0.6451167,0.51885153,0.6963327,IL4I1,7039
1284.42409,-0.1564076,0.24236235,-0.645346,0.51870298,0.69630237,CST6,7040
61.8434012,-1.0497013,1.62638016,-0.6454218,0.51865386,0.69630237,PIK3C3,7041
1662.99349,-0.1672054,0.25893105,-0.6457526,0.51843956,0.69630237,CYHR1,7042
34.9671077,-1.0722325,1.66032005,-0.6457987,0.51840973,0.69630237,LPO,7043
63.7963495,-1.0778786,1.665664,-0.6471165,0.51755657,0.69556775,SPIN1,7044
408.206613,-1.325456,2.04358615,-0.6485932,0.51660138,0.69444481,SERPINB3,7045
1926.93416,-0.1821956,0.28056798,-0.6493813,0.51609192,0.69388991,ACSS2,7046
101.004104,-0.6384242,0.98222173,-0.6499797,0.51570535,0.69356392,PIGK,7047
4276.22201,-0.0911321,0.14008405,-0.6505528,0.51533521,0.69330473,SFTPA1,7048
1108.11725,-0.1413124,0.21670416,-0.6520984,0.5143377,0.69212315,FGF20,7049
118.768936,-0.4632992,0.70954909,-0.6529487,0.51378935,0.69154557,OR51M1,7050
450.117455,-0.390072,0.59726251,-0.6530998,0.51369193,0.69154223,PGK2,7051
459.218795,-0.2744079,0.42012458,-0.6531585,0.51365413,0.69154223,UCN,7052
850.635732,-0.1601659,0.24518155,-0.6532542,0.51359244,0.69154223,IL5,7053
59.7455986,-1.0854818,1.66018236,-0.6538328,0.5132195,0.69117926,COL8A1,7054
1047.84965,-0.3176587,0.48581708,-0.6538647,0.51319895,0.69117926,RPS13,7055
2824.20852,-0.1324712,0.20259468,-0.6538732,0.51319351,0.69117926,TOR2A,7056
2881.16026,-0.1432608,0.21905211,-0.6540033,0.51310967,0.69117926,PSMA8,7057
1396.56249,-0.147151,0.22486558,-0.6543955,0.51285705,0.69117926,WIPF1,7058
656.085119,-0.2161194,0.33017086,-0.6545683,0.51274574,0.69117926,CDC73,7059
340.108833,-0.3404284,0.51991362,-0.6547788,0.51261015,0.69108016,DES,7060
433.69527,-0.2072207,0.31630096,-0.6551378,0.51237904,0.69084881,POGLUT3,7061
58.9965667,-0.5138844,0.78392369,-0.6555286,0.51212747,0.6907503,MAN2B2,7062
782.985033,-0.2647166,0.40367498,-0.6557666,0.51197428,0.69062392,DNAJB12,7063
2140.56038,-0.117906,0.17958732,-0.6565387,0.5114776,0.69011431,NMNAT2,7064
425.264614,-1.3634055,2.07656469,-0.6565678,0.51145885,0.69011431,RAD23B,7065
810.517281,-0.1555957,0.23675217,-0.6572094,0.51104628,0.68993328,C10orf62,7066
908.793494,-0.2324152,0.35361571,-0.6572537,0.51101781,0.68993328,ZNF773,7067
800.534253,-0.1964529,0.29888061,-0.6572954,0.51099097,0.68993328,SEPTIN5,7068
602.75592,-0.3366132,0.51203576,-0.6574017,0.51092266,0.68993328,APLF,7069
981.15135,-0.2554844,0.38857971,-0.6574825,0.51087072,0.68993328,BEND5,7070
510.330053,-0.2331906,0.35455257,-0.657704,0.51072836,0.68993328,ADH7,7071
664.67759,-0.2179991,0.331204,-0.658202,0.51040835,0.68990847,TRAM1,7072
474.222065,-0.4150628,0.63033987,-0.6584746,0.5102332,0.68979821,DXO,7073
560.288596,-0.3276841,0.49755587,-0.6585875,0.51016067,0.68978048,SMG7,7074
1106.48232,-0.1385731,0.2102544,-0.6590733,0.50984873,0.68943901,CRELD1,7075
2415.6362,-0.1491365,0.22622675,-0.6592348,0.50974503,0.68937908,PPP2R2D,7076
643.341799,-0.3007235,0.45549035,-0.6602193,0.50911308,0.68876515,MOB4,7077
1030.59485,-0.289659,0.43864328,-0.6603522,0.50902786,0.68873011,HMG20B,7078
538.066693,-0.3784676,0.57289386,-0.6606244,0.50885324,0.6885741,SLC2A14,7079
509.637959,-0.3584174,0.54222857,-0.6610079,0.50860726,0.68848201,COG1,7080
65.0765525,-1.0395356,1.5725745,-0.6610406,0.50858629,0.68848201,MSH2,7081
1962.71432,-0.1766711,0.26716365,-0.6612843,0.50843,0.6884026,SART3,7082
1942.57794,-0.1292047,0.19531665,-0.6615142,0.5082826,0.68828329,MTMR12,7083
1820.50642,-0.1201397,0.18158051,-0.6616333,0.50820624,0.68826018,GPATCH3,7084
61.6409985,-1.0930192,1.6505585,-0.6622118,0.50783552,0.68807919,KIAA1217,7085
737.660027,-0.265743,0.40108151,-0.6625662,0.50760845,0.68785182,RIPK2,7086
1064.86342,-0.4555726,0.6872389,-0.6629028,0.50739284,0.6878005,SESN3,7087
949.255947,-0.2379811,0.35833777,-0.664125,0.50661033,0.68690018,ANKRD45,7088
1374.58632,-0.2020517,0.3039892,-0.6646673,0.50626331,0.68659004,AP2M1,7089
244.480217,-0.4958753,0.7457288,-0.664954,0.50607994,0.68642155,TMPRSS11D,7090
1763.20143,-0.186687,0.28064093,-0.6652165,0.50591205,0.68639432,SYT9,7091
1627.02076,-0.1824833,0.27392479,-0.6661803,0.50529589,0.68591909,PVR,7092
1960.818,-0.1391276,0.20882339,-0.6662455,0.5052542,0.68591909,PPP1R12B,7093
374.729932,-0.3741399,0.56149002,-0.666334,0.50519764,0.68591909,SS18,7094
1205.60851,-0.1785206,0.26762396,-0.6670576,0.50473532,0.68539857,MTPN,7095
379.295465,-0.2891266,0.43326722,-0.667317,0.50456966,0.68525376,POGZ,7096
423.980926,-0.3511296,0.52531681,-0.6684149,0.50386879,0.68478257,ASPA,7097
152.641702,-0.6786246,1.01501267,-0.6685873,0.50375879,0.68478257,SPARCL1,7098
2837.80599,-0.117441,0.17565504,-0.6685887,0.5037579,0.68478257,TSPAN16,7099
79.2442241,-0.5242334,0.78404897,-0.6686233,0.50373579,0.68478257,NTRK3,7100
558.249116,-0.2016736,0.30140733,-0.6691066,0.5034275,0.68466376,ABHD4,7101
791.046234,-0.1828357,0.27308817,-0.6695116,0.5031692,0.68439265,NCAM1,7102
82.8369889,-1.0774403,1.60824101,-0.6699495,0.50288996,0.68417316,RAG1,7103
491.343104,-0.2899253,0.43232492,-0.6706189,0.50246332,0.68367284,CUL2,7104
212.748261,-0.9803618,1.46078728,-0.6711188,0.50214485,0.68347984,DCX,7105
769.888573,-0.2035906,0.30329819,-0.6712556,0.50205773,0.68344139,FAM133A,7106
1479.0796,-0.1543239,0.22978108,-0.6716126,0.50183037,0.683212,MSMO1,7107
979.272111,-0.2044355,0.30393922,-0.6726197,0.50118925,0.68252396,TMCO4,7108
1133.61272,-0.2222652,0.33025864,-0.6730033,0.50094517,0.682407,CCNB1IP1,7109
3823.75847,-0.1183038,0.17576147,-0.6730931,0.50088807,0.682407,CD300LF,7110
967.861664,-0.303266,0.450462,-0.6732333,0.50079886,0.68236784,OXSR1,7111
1908.30932,-0.1851924,0.27479225,-0.6739359,0.50035209,0.68199923,PYCARD,7112
2504.27811,-0.1346513,0.19976755,-0.6740397,0.50028609,0.68198934,GCHFR,7113
657.498513,-0.2536585,0.37623067,-0.6742102,0.50017771,0.68192167,SLC38A3,7114
454.442293,-0.2411981,0.35769563,-0.6743109,0.50011368,0.68191446,BPIFA2,7115
2598.3282,-0.1012814,0.15019012,-0.6743547,0.50008584,0.68191446,CINP,7116
469.812525,-0.3245567,0.48065748,-0.6752348,0.49952659,0.68151419,HAUS3,7117
442.947887,-0.4077323,0.60352952,-0.6755798,0.49930748,0.68129531,HIPK1,7118
1129.60653,-0.2361527,0.34906598,-0.6765275,0.49870582,0.68063436,LIMS1,7119
596.568103,-0.2915459,0.43082444,-0.6767164,0.49858594,0.68055075,LOXL2,7120
349.702519,-0.3436601,0.50750565,-0.6771553,0.49830743,0.68033058,UIMC1,7121
4777.81941,-0.1071125,0.15817963,-0.6771573,0.49830615,0.68033058,PRSS51,7122
293.911908,-0.7474997,1.10279322,-0.677824,0.4978833,0.68007145,RASGRP2,7123
336.909507,-0.2601327,0.38370746,-0.6779453,0.49780637,0.68004638,ATG101,7124
301.556621,-0.4059427,0.59874341,-0.6779911,0.4977773,0.68004638,NAPB,7125
149.100397,-0.3714986,0.54790493,-0.6780348,0.49774964,0.68004638,ZBTB46,7126
1131.83894,-0.2003223,0.29530964,-0.6783467,0.49755188,0.68001882,RS1,7127
732.970338,-0.3935401,0.57942495,-0.6791907,0.49701701,0.67960783,ARSF,7128
3911.53093,-0.0860002,0.12655972,-0.6795229,0.49680659,0.67948018,TMBIM6,7129
921.030781,-0.3955641,0.58107822,-0.6807416,0.49603499,0.67881748,GALK1,7130
740.74261,-0.1603246,0.23524071,-0.6815343,0.49553346,0.6784583,LGALS1,7131
363.5548,-0.349242,0.51240018,-0.6815806,0.4955042,0.6784583,SMAP2,7132
1596.82437,-0.162032,0.23759684,-0.6819619,0.49526304,0.67842151,GPAT4,7133
202.407866,-0.3178079,0.46601158,-0.6819743,0.4952552,0.67842151,CDKAL1,7134
1600.88354,-0.1783468,0.26121784,-0.6827513,0.49476403,0.67813397,BTNL9,7135
57.154602,-0.9841006,1.44102313,-0.682918,0.49465868,0.67813397,MECP2,7136
768.132394,-0.2025488,0.29656476,-0.6829833,0.49461742,0.67813397,TMUB1,7137
356.747798,-0.2855289,0.41776499,-0.6834676,0.49431139,0.67790442,SCO2,7138
747.805317,-0.2157837,0.31568366,-0.6835439,0.49426319,0.67790442,ACSL5,7139
1340.46468,-0.1982587,0.28957298,-0.684659,0.49355913,0.6776566,GLRB,7140
173.464013,-0.3605686,0.52603163,-0.6854504,0.49305977,0.67714786,PAICS,7141
193.792458,-0.9987302,1.45634119,-0.6857804,0.49285162,0.67695004,GTF2A1L,7142
1020.74605,-0.2857752,0.41670447,-0.6857982,0.49284035,0.67695004,SP110,7143
842.686456,-0.1907644,0.27814213,-0.6858521,0.49280638,0.67695004,ACTR3,7144
215.897307,-0.8103845,1.1806358,-0.6863967,0.492463,0.67680869,TRIM46,7145
853.680283,-0.2226735,0.32428902,-0.6866513,0.49230251,0.67666822,ZNF707,7146
2453.18744,-0.1596427,0.23234666,-0.6870883,0.49202711,0.67644988,CD300E,7147
250.097159,-0.8533217,1.24154261,-0.6873076,0.49188889,0.67636621,NIPSNAP3B,7148
410.014346,-0.4107536,0.59739948,-0.6875695,0.49172394,0.67627333,EIF5,7149
1687.32762,-0.2667888,0.38796831,-0.6876562,0.4916693,0.67627333,TMEM178B,7150
163.76598,-0.3596368,0.52241999,-0.6884056,0.49119742,0.67574769,ZNF32,7151
1993.49641,-0.183586,0.26656861,-0.6887006,0.49101167,0.67561391,GLOD4,7152
541.249849,-0.4442261,0.64496439,-0.6887607,0.49097387,0.67561391,WDR91,7153
28.4148508,-1.2439483,1.80548889,-0.6889814,0.49083497,0.6755309,MCTP2,7154
251.141588,-0.2759626,0.4002426,-0.6894883,0.49051605,0.67525209,CCDC84,7155
421.024943,-0.6223764,0.90163527,-0.6902751,0.49002122,0.67481095,L3MBTL3,7156
1894.41723,-0.1941627,0.28075551,-0.6915721,0.48920611,0.67408828,FDPS,7157
1231.33486,-0.2044536,0.29562571,-0.6915962,0.48919096,0.67408828,C22orf39,7158
1025.58951,-0.1634721,0.23583757,-0.6931556,0.48821189,0.67303786,FAM181A,7159
97.1808905,-1.0382539,1.49568317,-0.694167,0.48757746,0.67235515,HMGN5,7160
695.645655,-0.2211875,0.31861656,-0.6942122,0.48754915,0.67235515,PTGDR,7161
96.9601761,-1.0642938,1.53262336,-0.6944262,0.48741498,0.67233846,CENPB,7162
382.243437,-0.33844,0.48714273,-0.6947451,0.48721504,0.67222242,CACNB4,7163
815.35967,-0.2326346,0.33471436,-0.6950242,0.48704012,0.67214085,ATF7IP2,7164
839.16419,-0.344014,0.49490949,-0.6951049,0.48698957,0.67214085,UBA3,7165
261.934749,-0.8695902,1.25021891,-0.6955504,0.48671044,0.6718456,ARHGAP29,7166
524.116132,-0.1964099,0.28224536,-0.6958834,0.48650186,0.67163755,TUBB1,7167
4826.2436,-0.1086637,0.15607359,-0.6962336,0.48628257,0.67141464,BYSL,7168
1634.96312,-0.1348497,0.19364779,-0.6963658,0.48619978,0.67138018,STAC,7169
1871.58288,-0.1750422,0.25132281,-0.6964835,0.48612611,0.67135832,MRM3,7170
1037.57053,-0.181824,0.26104231,-0.6965306,0.48609661,0.67135832,COMMD9,7171
1272.03159,-0.2875324,0.41232412,-0.6973457,0.4855865,0.67085251,CHI3L1,7172
1759.55434,-0.2584934,0.37062455,-0.6974535,0.48551904,0.67083915,TTC39B,7173
686.63661,-0.3437257,0.4926262,-0.6977414,0.48533896,0.67067084,NKX2-8,7174
408.998788,-0.3014141,0.43156539,-0.6984205,0.48491428,0.67037856,STAU1,7175
499.407439,-0.2268431,0.32469382,-0.6986369,0.48477897,0.6703423,CRISP3,7176
558.640858,-0.3952335,0.56515027,-0.6993424,0.4843381,0.66984525,TEF,7177
888.483333,-0.3002032,0.42917675,-0.6994862,0.48424821,0.66980073,DBN1,7178
220.403233,-0.4026166,0.57537687,-0.6997442,0.48408708,0.66965763,MIPEP,7179
188.103454,-0.3999159,0.57100982,-0.700366,0.48369875,0.66941189,RBM22,7180
948.068846,-0.1993915,0.28468739,-0.7003875,0.48368534,0.66941189,RNASE12,7181
31.011969,-1.2328329,1.75729562,-0.7015512,0.48295907,0.66865496,BCAR1,7182
277.546591,-0.4048351,0.57680131,-0.7018624,0.48276501,0.66846601,UCK2,7183
319.468323,-0.3251274,0.46293761,-0.7023136,0.48248362,0.66815608,LAMB3,7184
409.573185,-0.4451158,0.63190692,-0.704401,0.48118311,0.66675277,PCDHA10,7185
79.9372208,-0.6988199,0.99147678,-0.7048273,0.48091772,0.66646459,KIF3B,7186
908.653575,-0.2581555,0.36509582,-0.7070897,0.47951073,0.66522945,TAAR2,7187
593.307618,-0.2935434,0.41471865,-0.7078134,0.47906113,0.6650826,GPRC5D,7188
1556.85668,-0.2255384,0.31860748,-0.7078879,0.47901487,0.6650826,S100G,7189
202.654625,-0.5143824,0.72620042,-0.7083202,0.47874646,0.66489224,CPNE4,7190
488.133311,-0.2567848,0.36243346,-0.7085019,0.47863365,0.66489224,KIF3C,7191
621.182082,-0.3742007,0.52812592,-0.7085444,0.47860725,0.66489224,CST1,7192
872.648738,-0.155696,0.21966676,-0.7087828,0.47845928,0.66489224,SPNS3,7193
61.1878128,-0.56632,0.79875923,-0.7089997,0.47832467,0.66485526,PRPF18,7194
1.16362551,-3.0062892,4.23826107,-0.7093214,0.47812507,0.66473699,INHBA,7195
510.969007,-0.306753,0.43201433,-0.7100528,0.47767142,0.6642654,SCARA5,7196
428.959539,-0.3582829,0.50454089,-0.7101166,0.47763182,0.6642654,PRKAB2,7197
985.962216,-0.1832389,0.25792576,-0.7104327,0.47743585,0.66409691,TBC1D21,7198
658.652098,-0.2592454,0.36489969,-0.7104565,0.4774211,0.66409691,NME7,7199
384.532761,-0.3947221,0.55524014,-0.7109035,0.47714405,0.6638501,IER2,7200
548.68395,-0.2288805,0.32179337,-0.7112655,0.4769197,0.66367972,SLC2A3,7201
277.976979,-0.3537688,0.49733117,-0.7113346,0.47687694,0.66367972,TOMM34,7202
261.274044,-0.4267248,0.59956295,-0.7117265,0.47663417,0.66366174,DENND6B,7203
4063.6637,-0.1130518,0.15874646,-0.7121533,0.47636986,0.66356824,KIR2DL3,7204
5839.88142,-0.1044312,0.14660336,-0.7123383,0.47625531,0.66353799,ARL2BP,7205
3292.86232,-0.1675356,0.23516452,-0.7124187,0.47620553,0.66353799,RGL4,7206
2027.91457,-0.1402753,0.19684325,-0.7126246,0.47607811,0.66353799,CCDC150,7207
3744.08973,-0.1077482,0.15115627,-0.7128268,0.47595293,0.66353799,YEATS4,7208
381.628296,-0.4252509,0.59612547,-0.713358,0.47562428,0.66324591,RABGGTA,7209
1296.99293,-0.2167666,0.30386659,-0.7133612,0.47562226,0.66324591,MYBPH,7210
862.447417,-0.2307998,0.32303761,-0.7144673,0.47493825,0.66276694,IGSF1,7211
1527.17764,-0.2985916,0.41787237,-0.7145522,0.47488581,0.66276694,CARD16,7212
1524.49184,-0.1712691,0.23910644,-0.7162882,0.4738134,0.66151531,RPA3,7213
92.7706048,-0.6823291,0.95227961,-0.7165218,0.47366924,0.66139358,C9orf131,7214
4093.26832,-0.1380652,0.19261499,-0.7167939,0.47350129,0.6612386,FAM131A,7215
1937.29381,-0.251546,0.35065928,-0.7173516,0.47315716,0.66091703,AJUBA,7216
653.122493,-0.1992279,0.2776033,-0.7176713,0.47295999,0.66080065,PGRMC1,7217
2803.82128,-0.1324154,0.18449412,-0.7177213,0.47292917,0.66080065,SCLT1,7218
91.5085009,-0.5379937,0.749552,-0.7177537,0.47290914,0.66080065,SLC4A1AP,7219
3067.36424,-0.1936685,0.26943712,-0.7187891,0.47227088,0.6603942,GPATCH2L,7220
1784.3067,-0.1200453,0.16687311,-0.7193807,0.4719064,0.66004354,BTN2A2,7221
1579.32863,-0.1762661,0.2448589,-0.7198683,0.47160612,0.65970303,MRPL13,7222
1516.8179,-0.1420269,0.19717579,-0.7203062,0.47133648,0.65961151,MEAK7,7223
1572.53589,-0.1513098,0.20988775,-0.7209082,0.47096599,0.65934556,AKAP14,7224
2320.21263,-0.155084,0.21499801,-0.7213276,0.47070797,0.659082,CSRP3,7225
429.460944,-0.2918172,0.40381996,-0.7226418,0.46989997,0.65803001,TMEM161A,7226
458.190123,-0.3065208,0.42401774,-0.7228961,0.46974374,0.65789059,PPP1R36,7227
3665.95354,-0.1128722,0.15613682,-0.7229056,0.4697379,0.65789059,SPCS1,7228
3127.24308,-0.1530568,0.211677,-0.7230678,0.46963823,0.65789059,UGT1A6,7229
31.6882666,-1.2445914,1.71954554,-0.7237909,0.46919412,0.65746838,SEC23A,7230
1131.61986,-0.19974,0.27560221,-0.7247401,0.46861151,0.65678027,EFS,7231
384.486111,-0.3082702,0.42518566,-0.7250249,0.46843673,0.65669388,SF3A3,7232
826.814004,-0.174929,0.24115012,-0.7253948,0.46820988,0.65645513,VPS26A,7233
72.231988,-1.1214866,1.54485289,-0.7259504,0.46786916,0.65613591,TUBA3E,7234
1639.81461,-0.1449416,0.19956662,-0.7262819,0.46766596,0.65593019,TCTEX1D2,7235
904.895112,-0.2611921,0.35940096,-0.7267428,0.46738352,0.65561325,MAU2,7236
427.355535,-0.6149653,0.84605773,-0.7268597,0.46731188,0.65559198,RGS4,7237
226.977085,-0.8967271,1.23233826,-0.7276631,0.46681983,0.65498084,ALG2,7238
424.333831,-0.3251639,0.44675457,-0.7278356,0.46671421,0.65491179,MICAL1,7239
3594.09636,-0.1631815,0.22407024,-0.7282605,0.46645414,0.65462598,RPS17,7240
504.143213,-0.2892034,0.39684711,-0.7287526,0.46615302,0.65430503,CLPB,7241
1821.99506,-0.1919132,0.26333628,-0.7287763,0.46613849,0.65430503,FAU,7242
614.36738,-0.2263469,0.31028072,-0.7294908,0.46570149,0.65412324,HSPA2,7243
606.108728,-0.3327037,0.4560196,-0.7295819,0.46564578,0.65412324,HIPK4,7244
693.555241,-0.3096912,0.42426407,-0.7299492,0.46542124,0.65403641,KCNV1,7245
470.019165,-0.577534,0.79116828,-0.7299761,0.46540477,0.65403641,VSIG10L,7246
214.819096,-0.3608456,0.4940616,-0.7303655,0.46516677,0.65384684,SETD9,7247
1196.92298,-0.3009626,0.41194134,-0.7305958,0.46502608,0.65372823,IL1A,7248
2611.43218,-0.274334,0.37533584,-0.7309028,0.46483853,0.65372823,OR2L13,7249
546.923306,-0.2118037,0.28959262,-0.7313849,0.46454412,0.65352553,PCYT1B,7250
2865.99928,-0.1836304,0.25106128,-0.7314166,0.46452471,0.65352553,PON3,7251
518.381215,-0.2331119,0.31865892,-0.7315403,0.46444918,0.65352553,WNT9B,7252
450.142342,-0.2560584,0.34995281,-0.7316941,0.46435528,0.65352553,BACE2,7253
1602.20846,-0.1413754,0.19313084,-0.7320188,0.4641571,0.65352553,PDPK1,7254
412.800275,-0.4607564,0.62932903,-0.7321391,0.46408368,0.65351179,SMIM19,7255
747.076221,-0.2573575,0.35150946,-0.7321497,0.46407722,0.65351179,CHP1,7256
498.028215,-0.219593,0.29984376,-0.7323579,0.46395013,0.65351179,OR14J1,7257
484.072556,-0.4792871,0.65425418,-0.7325701,0.46382065,0.653458,AFF4,7258
265.002556,-0.4179182,0.57031274,-0.7327878,0.46368788,0.65335023,PGAP6,7259
150.713422,-0.922826,1.25870737,-0.7331537,0.46346469,0.65319432,SMAD3,7260
1730.16554,-0.2365007,0.32251707,-0.7332968,0.46337745,0.65315066,FAM71C,7261
926.778531,-0.2600822,0.35439736,-0.7338717,0.46302695,0.65281513,FBXO40,7262
2445.41369,-0.1432906,0.19522649,-0.733971,0.46296641,0.65280907,HBD,7263
673.815277,-0.2822829,0.38433968,-0.7344621,0.46266717,0.65246637,CPNE6,7264
7078.77774,-0.1371071,0.18665918,-0.7345317,0.46262475,0.65246637,PF4V1,7265
201.716743,-0.333468,0.45395762,-0.7345796,0.46259557,0.65246637,ZGRF1,7266
256.149338,-0.3178894,0.43259642,-0.7348407,0.46243653,0.65239723,F13B,7267
1779.22063,-0.1591905,0.21651723,-0.7352325,0.46219792,0.65223516,MRPL27,7268
3943.81237,-0.1321448,0.17972554,-0.735259,0.46218175,0.65223516,NDUFA5,7269
229.339014,-0.4259745,0.57922951,-0.7354158,0.46208633,0.65223516,INTS12,7270
1317.22919,-0.1434451,0.19493262,-0.7358702,0.46180971,0.65204925,C7orf26,7271
530.05976,-0.2133338,0.28987108,-0.7359608,0.46175453,0.65204925,OR7A5,7272
505.26145,-0.5191493,0.70516102,-0.7362138,0.46160059,0.65191255,SFT2D1,7273
631.74892,-0.279319,0.37913622,-0.7367245,0.46128989,0.65171161,MSH3,7274
132.229028,-1.0837045,1.47080734,-0.7368093,0.46123834,0.65171161,MIA,7275
451.153214,-0.3004677,0.40752579,-0.7372974,0.46094151,0.65137796,NDE1,7276
506.405704,-0.3273783,0.44397722,-0.7373762,0.46089358,0.65137796,DHH,7277
3221.29712,-0.120043,0.16272696,-0.7376961,0.46069915,0.65127331,RNFT1,7278
3791.10865,-0.087031,0.11790826,-0.7381243,0.46043892,0.6509847,ATP6V0E2,7279
510.201908,-0.4007015,0.54262245,-0.7384536,0.46023886,0.65086039,MAP3K12,7280
198.599612,-0.3899599,0.5276065,-0.7391113,0.45983942,0.65042708,TULP2,7281
102.202385,-0.9950565,1.34603326,-0.739251,0.45975459,0.65042708,NR2E1,7282
1776.87966,-0.1691733,0.22852639,-0.7402789,0.4591308,0.64976831,TUBB4A,7283
694.017671,-0.2598296,0.35079132,-0.7406958,0.45887792,0.64948961,RAB32,7284
1185.17954,-0.2219597,0.29874219,-0.7429807,0.45749339,0.64808195,ZNFX1,7285
747.291213,-0.2878072,0.38730186,-0.7431084,0.45741608,0.64805264,ZNF511,7286
111.713326,-1.1473876,1.54401217,-0.7431208,0.45740853,0.64805264,PACS1,7287
238.05075,-0.5690145,0.76556576,-0.7432601,0.45732424,0.64805264,SLC25A33,7288
74.7270933,-0.6674593,0.89737375,-0.7437918,0.45700242,0.6477828,TTC5,7289
974.611065,-0.2281454,0.30671627,-0.743832,0.45697814,0.6477828,ARNT2,7290
146.419697,-1.1121648,1.49487691,-0.7439842,0.45688605,0.6477828,ZNF415,7291
161.308743,-1.0301889,1.38448449,-0.7440957,0.45681859,0.6477828,FAM172A,7292
184.092902,-0.6647429,0.89324618,-0.7441878,0.45676288,0.6477828,LIMK1,7293
1305.82041,-0.2445226,0.32853603,-0.7442793,0.45670751,0.6477828,NPNT,7294
943.783075,-0.2199975,0.29551333,-0.744459,0.45659885,0.6477644,SLC5A12,7295
1412.81819,-0.1442847,0.19335891,-0.7462015,0.45554573,0.64674457,RPH3AL,7296
2304.0681,-0.209224,0.28036941,-0.746244,0.45552002,0.64674457,SDHAF4,7297
455.165527,-0.631963,0.84627774,-0.746756,0.45521087,0.64642728,SLC35E4,7298
268.828319,-0.4293588,0.57470155,-0.7470987,0.45500399,0.64621254,PTTG2,7299
1107.28766,-0.2975323,0.39820654,-0.7471809,0.45495439,0.64621254,PLPP1,7300
1074.91393,-0.4771783,0.63847108,-0.7473766,0.45483629,0.64613247,P3H4,7301
5020.67015,-0.1508981,0.20167259,-0.7482331,0.45431954,0.64563137,SMR3B,7302
297.207426,-0.6403177,0.85559655,-0.7483874,0.45422651,0.64558222,FLYWCH1,7303
1180.96522,-0.2633079,0.35182247,-0.7484114,0.45421205,0.64558222,MRGPRF,7304
168.664526,-0.7511858,1.00243135,-0.7493639,0.45363793,0.64498258,SKA1,7305
113.99232,-1.1424191,1.52366036,-0.749786,0.45338363,0.64469997,NOS3,7306
229.710466,-0.3781754,0.50351985,-0.7510635,0.45261442,0.64400058,CYP3A43,7307
2412.726,-0.1286194,0.17115357,-0.7514852,0.45236073,0.64382431,MMP19,7308
4613.46023,-0.1216506,0.16175831,-0.7520518,0.45201989,0.64362797,ORC6,7309
644.156709,-0.2371397,0.31523309,-0.7522677,0.45189007,0.64352206,PRRC1,7310
1119.74862,-0.226229,0.30052934,-0.7527683,0.45158918,0.64325138,TMEM128,7311
910.484688,-0.1947811,0.25869107,-0.7529486,0.45148078,0.6431759,SLC25A14,7312
537.955463,-0.4477233,0.59457721,-0.7530112,0.45144319,0.6431759,NAV2,7313
1168.08595,-0.2024851,0.26881455,-0.7532522,0.4512984,0.64307391,CCDC86,7314
273.883569,-0.5751065,0.76342603,-0.7533231,0.45125578,0.64307391,WSB1,7315
377.499298,-0.3868192,0.5131148,-0.7538648,0.45093038,0.6427862,HERC3,7316
715.615999,-0.5252987,0.69678441,-0.7538898,0.4509154,0.6427862,ETS2,7317
4369.31322,-0.1267208,0.16799113,-0.7543303,0.45065091,0.64254561,ANK1,7318
1240.82633,-0.2460672,0.32609407,-0.7545895,0.45049535,0.64248163,TMEM97,7319
1611.22348,-0.1815626,0.24022332,-0.7558078,0.44976446,0.64167576,STK40,7320
1003.72125,-0.2403088,0.31790009,-0.7559255,0.44969389,0.64165393,JADE2,7321
